0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0.3375224416517056	0	0.5377019748653501	0	0	0	0	0	0.03770197486535009	0	0	0	0.08707360861759425	0
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0.3263888888888889	0	0.02199074074074074	0	0	0	0	0	0.6469907407407407	0	0	0	0.004629629629629629	0
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0.3375224416517056	0	0.5377019748653501	0	0	0	0	0	0.03770197486535009	0	0	0	0.08707360861759425	0
0	0.025348542458808618	0	0.045627376425855515	0	0	0.010139416983523447	0	0	0	0.43219264892268694	0.012674271229404309	0	0.4740177439797212
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.01821078989301161	0	0.05508763942636012	0.09628955155929889	0	0.012292283177782836	0.004097427725927612	0	0.008650125199180514	0.01957659913498748	0.10471204188481675	0	0.6810835419986342
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
0	0.05407951761824006	0	0.12568306010928962	0.45166760881854157	0	0.05765969474279254	0.011871113623516111	0	0.023930657622008668	0.0052760504993404934	0.24420576596947427	0	0.025626530996796685
